,Company,Default Probabilities
182,Wolfe PLC,-0.36202827351416855
183,"Russell, Jones and Small",0.22358637720110627
184,Sexton-Lewis,-0.5902849788586132
185,Peterson-Martinez,1.2204983413121726
186,Moore Inc,-0.06572574607905103
187,Mcguire Ltd,0.8515707801863933
188,"Lewis, Mitchell and Arellano",-0.7870591759288392
189,"Hernandez, Fowler and Jimenez",-0.6889309627261229
190,Baird-Clark,1.3228741290421147
191,"Anderson, Sparks and Peters",0.6512116335611914
192,Mcguire-Dalton,-1.4361527012974864
193,Cabrera Group,0.7157769585417814
194,"Palmer, Huang and Ryan",0.71435688001946
195,Davis Inc,-0.32232207762867926
196,Davis Ltd,0.18581986665059846
197,Aguirre PLC,-2.423360327383224
198,Wu-Haynes,-1.002341250780808
199,Mahoney and Sons,0.08691078412182729
200,Cisneros-York,0.5594683888909324
201,Knox Ltd,-0.1505451957618358
202,Jackson-Stevenson,-0.7337440197411654
203,Harris LLC,-0.02740248791584761
204,Boyer-Snow,0.35556663791723575
205,Bautista LLC,-0.22390217209332286
206,Jensen Inc,-0.4603420936417368
207,"Payne, White and Moran",0.7068410340937411
208,Peters Inc,-0.3624845399826025
209,Johnson-Beasley,1.1620721381032935
210,Williams Inc,-0.19064117421414145
211,"Johnson, Sanders and Hansen",-0.03316175537089905
212,Paul Inc,-1.220737832951606
213,"Castillo, Stone and Yang",-1.5648428458650938
214,Howell and Sons,-1.7986972404527517
215,Allen-Medina,0.8325967179054519
216,"Santos, Rivera and Ramirez",1.8658206798926007
217,Stephens-Anderson,-0.6843250991153303
218,"Henderson, Nolan and Hamilton",0.23897166710542592
219,"Rose, Serrano and Reese",0.29887635806553253
220,Eaton and Sons,-0.6918278119447032
221,Wilson-Mason,-0.8577610425097635
222,"Massey, Mccormick and Williams",1.249212836098189
223,"Casey, Freeman and Davis",0.6547728347167563
224,Mendoza-Moore,-1.0422078285216116
225,"Roberts, Walker and Owens",0.6490831283504839
226,Griffin-Barrett,-0.10774665225669529
227,Ramirez Group,-0.5030058148139444
228,"Bradshaw, Harris and Gonzalez",-1.2005776073392074
229,Johnson Group,0.3720057034856716
230,Wright PLC,0.3508731628157782
231,Brown Group,0.5448950105035162
232,"Howard, Butler and Montoya",-0.3694239470720689
233,Chung Ltd,-0.9104459326349963
234,"Wagner, Davis and Barnes",-0.2279607344974708
235,"Hickman, Bryan and Franco",-1.1247597807061085
236,Nguyen-Roberts,-0.31710977982060007
237,Ellis Ltd,0.35461745974121817
238,Harper-Contreras,1.2306650588956172
239,"Mcdonald, Proctor and Miranda",0.48618898491432155
240,Hill Inc,-0.3556505959700171
241,James and Sons,0.39956513136871047
242,Hamilton Group,-0.8687879187266488
243,"Peterson, Padilla and Hull",-0.785369436382266
244,Morales Group,-0.9287857809517445
245,Holt Group,0.9678763469129797
246,"Wilson, Cunningham and Olson",0.7025956404214803
247,Gibson-Peters,0.34637202790005267
248,Rose LLC,1.347931562515994
249,Richardson Group,-0.5673667514035468
250,"Higgins, Velez and Stafford",-0.04744756836943009
251,Burton-Hancock,0.6396501241699845
252,Clark-Torres,-0.4461712928893762
253,Thomas Group,-1.3216668864436725
254,"Randolph, Fisher and Ramos",-1.0791531843255517
255,Walker-Harrison,-1.1413607147851423
256,"Baxter, Hernandez and Peters",-0.7816858585454326
257,Dunn-Smith,1.3418002845848445
258,Buck-Copeland,0.548009658203833
259,Rowe Group,1.261119873490178
260,"Garcia, Williams and Cordova",-0.7175111727182615
261,Davidson Ltd,-0.28847434346887646
262,"Merritt, Ellison and Thompson",0.42833500162872606
263,Bishop-Morgan,-0.6321072889071484
264,Anderson PLC,-1.1292009134245002
265,Perez Ltd,-0.5520558066982052
266,Meyer PLC,0.06683024180292435
267,"Wells, Morrison and Parks",0.35362550163920914
268,"Erickson, Tucker and Robertson",-0.8980128359014914
269,Fowler Group,0.09303242462396254
270,Logan-Watson,3.305387972865377
271,Mosley and Sons,-0.15255689921959711
272,Brown-Taylor,-0.5480843485830157
273,"Clements, Pennington and Lowe",1.2102459395386966
274,Cruz-Peters,-0.12133984394255087
275,"Alexander, Lyons and Snyder",0.25771881303362654
276,"Thomas, Lang and Weaver",-0.29862124681094726
277,Lowe-Harrell,-1.0546325184410072
278,"Allen, Little and Smith",0.9042681381126799
279,Sampson-Booth,-0.10251475673741027
280,Walker Ltd,1.2909762839319683
281,Reed Inc,0.05591551872013674
282,"Christian, Turner and Morris",0.24233322426975196
283,Chavez-Booker,-1.9970802918526938
284,Strickland Ltd,-0.014976049964846699
285,Parker PLC,1.1477483693019164
286,"Pace, Herrera and Pineda",-0.7548655317254608
287,Jackson-Perez,-2.234403536769599
288,Ramirez-Morris,-0.35507292752237457
289,Padilla-Oliver,-0.40197228431080345
290,Cantu and Sons,0.6564336245870558
291,Brooks Inc,-0.12568432418726036
292,Baxter-Williams,-0.16609748417394413
293,Saunders-Rogers,0.3192167150472093
294,Vargas Group,-0.9740320709118336
295,Watson-Cox,-1.1537845759928775
296,Wilson Ltd,0.06387196167840008
297,"Griffin, Lam and Martin",0.5835033433326773
298,"Graham, Hunter and Perry",2.1215166481942602
299,Little-Holloway,-1.318453108903729
300,Mckenzie PLC,0.3745516909192412
301,"Cohen, Faulkner and Joyce",0.9646367961935869
302,Cole PLC,-0.04042925483187708
303,King-Long,-0.8034216085887005
304,"Allen, Melton and Gonzalez",0.14386209291664
305,"Adams, Mahoney and Patel",-1.0534849274189364
306,"Mendoza, Simmons and Dalton",0.46482436506647096
307,Jones Inc,-0.38844510745159594
308,"Gonzales, Jordan and Armstrong",0.17605272366934893
309,Smith Inc,-0.9726174029290816
310,"Lowe, Pennington and Munoz",-0.8511745463385456
311,Greer-Harris,0.1694306842482397
312,Wallace Inc,-0.027843914893373088
313,Swanson-Adams,0.4160113341528798
314,White LLC,1.7779378856516679
315,"Mercado, Thomas and Jones",0.3852985833523451
316,Avila and Sons,0.24832030531715266
317,Newman and Sons,0.4572650029594958
318,"Murillo, Villegas and Williams",0.3454124008330206
319,"Robinson, Fleming and Carter",-0.3771799384938747
320,"Norton, Sandoval and Rowe",-0.5520627044664361
321,Thompson Inc,-0.0825671303968804
322,"Miller, Miles and Lopez",0.05157171885540141
323,Good-Ramsey,0.7641193657590468
324,"Rivas, Mann and Turner",1.6620940840029705
325,Harrison Ltd,-0.20047323061360792
326,"Mcknight, Jackson and Carpenter",-0.3890346014935782
327,"Frazier, Martin and Lopez",0.3883484471829247
328,Turner-Edwards,1.9896572769585328
329,Wallace Ltd,-0.11861212956297108
330,Hoover Group,1.101405873198902
331,Lopez-Russo,-0.8774142726770737
332,Foster-Smith,0.3059039663399702
333,"Salazar, Wilson and Escobar",0.6624218826419229
334,Lopez Group,-0.2774575099904146
335,Lewis-Cooper,1.2198470667425085
336,Reid Ltd,0.5181692298110376
337,Bright-Lamb,1.585743668348878
338,Vaughn Ltd,0.26344407446414003
339,"Howe, Cobb and King",0.6552266053972216
340,"Harrington, Reese and Carter",-0.4361684066015826
341,Stone-Ortega,0.4676661631939418
342,Lopez-Jefferson,-0.2956793272615042
343,"Rodriguez, Zimmerman and Smith",1.5144027276162348
344,"White, Reyes and Rodriguez",-0.3642318352513618
345,"Parrish, Parker and Castro",0.5381368239153937
346,Williamson-Davidson,0.12890853961487883
347,Mueller-Collins,-1.4830223282766062
348,Lee and Sons,-0.7804448018249175
349,"Brooks, Hamilton and Pena",-0.8985864164989429
350,"Murphy, Foster and Gutierrez",1.0577917823352956
351,Hebert and Sons,0.32858329978203704
352,Dalton Inc,-1.27241299921528
353,Baker-Jordan,1.6546354632316522
354,Meyers and Sons,-0.10930715187614186
355,Murphy Inc,0.1731425422863016
356,"Miranda, Williams and Contreras",-0.5037528050367966
357,Hudson-Graham,0.024162279417175202
358,Miller Group,0.4603287023275595
359,Clark-Moore,1.4227042866936563
360,"Haney, Smith and Frazier",-0.043935817906289774
361,"Parker, Merritt and Houston",-0.20933793057428826
362,"Smith, Richard and Wilkinson",0.22731137366980836
363,Ferguson-Edwards,1.2066976827300047
364,Smith-Gonzalez,0.3031512867657279
365,Lowe Group,-0.9651876084798833
366,"Johnson, Jones and Chang",-0.2513640388562871
367,"Greene, Arellano and Brown",0.29077019804529725
368,"Lloyd, Lyons and Irwin",1.0423102275733431
369,Dean-Gardner,0.8162521942498542
370,"Barry, Gonzalez and Marsh",-0.462967301264629
371,Hawkins PLC,0.4600817450577248
372,Reynolds Group,-1.5185540740524488
373,Myers Ltd,-1.5988824689017163
374,Turner-Gonzalez,0.7289303067687828
375,Williams Ltd,-0.047959556928702275
376,"Munoz, Glass and Smith",-0.08029377475778621
377,Hill-Hall,-0.9837582694407461
378,Carroll Group,-0.19734881237333432
379,"Turner, Lester and Taylor",-0.9701104555485676
380,"Chan, Weber and Weaver",0.22195542831506787
381,Wade-Edwards,0.9979288197818127
382,Martin-Becker,1.6527982781010067
383,Johnson Group,0.6719472448711998
384,"Pratt, Ortega and Franklin",1.5693126948971718
385,Clay Ltd,-0.3582336297649734
386,Curry Inc,0.29912632255450583
387,Wilson PLC,1.6559173735061072
388,"Cook, Gonzalez and Roberts",1.9717502163302814
389,"Ayers, Hernandez and Smith",-1.656766915448739
390,Fowler-Freeman,-1.245999529645326
391,"Harris, Ellis and Brown",-0.7362395971866869
392,Cooper-Owens,0.39961183418354806
393,Weeks Inc,-0.27297903458995243
394,Cummings-Mccarty,-0.042308032641509036
395,Rodgers and Sons,1.3091284069653213
396,"Myers, Wolfe and Coleman",-0.19921081281746963
397,Newman-Moore,1.1121450494470704
398,Gonzales Group,-0.7316365601154197
399,Mendoza Group,-0.6804843588527437
400,Spence Ltd,-0.7749350598227518
401,Todd-Underwood,-0.01955879788127592
402,Conrad Ltd,0.6741534626437944
403,"Smith, Petersen and Simon",-0.6877529126632531
404,Kent LLC,1.2020418899605456
405,"Baker, Lewis and White",-0.6289835993428957
406,"Russell, Hernandez and Harvey",1.5556562268174787
407,Williamson-Adkins,0.3838942385226158
408,"Evans, Baker and Burch",0.27843858820482514
409,Turner Ltd,0.1994115210592868
410,Myers PLC,-0.10066300099770209
411,"Rice, Cooley and Wiley",-0.016949071152008673
412,"Webb, Williams and Taylor",-0.5418615134449757
413,Mueller-Johnson,-0.932080158578381
414,"Jackson, Rodriguez and Haynes",0.5772054371296503
415,Bowers-Roach,0.6683304378710456
416,Lamb-Wolfe,-0.6955408934791479
417,Adams-Webb,0.1325129847511206
418,"Lee, Glenn and Patterson",0.6920268814303258
419,Horton Ltd,0.6969434706728949
420,Garcia-Smith,0.7480970310693925
421,"Carpenter, Bowman and Garrison",0.008935902243817821
422,Ford Inc,0.3213116166678769
423,White Group,0.10600499568289584
424,Nelson-Chavez,-0.24460608392337696
425,"Lyons, Carson and Carroll",0.2803397900439293
426,Boyd-Wilson,0.49989733475691034
427,Joyce Group,-0.27806008588671877
428,Snyder Inc,-0.9773625773053108
429,Gallagher-Davis,0.5189839355487449
430,Martin Group,0.41602833785825055
431,Davis and Sons,1.2179377662097572
432,Bush-Dorsey,1.0411315327380575
433,Roberts Group,-0.19133534326698254
434,Nelson-Mueller,0.5531950723080756
435,Gregory-Hoffman,1.7023767545174515
436,Wright-Miller,1.9268374383727858
437,Odonnell Group,0.3166903044328435
438,Michael-Spencer,0.3423398517769856
439,"Stokes, Hays and Wilson",0.463304563584886
440,Griffith-Butler,-0.9580238312275112
441,Jones LLC,-1.0874997614974407
442,Graham and Sons,0.2028774941461324
443,Jordan LLC,0.9845015249263395
444,"Wilson, Beck and King",0.01575817357205884
445,"Jordan, Campbell and Powell",-0.6057672616045601
446,"Mccarthy, Ortega and Martinez",0.21461185457867268
447,Andrews-Mitchell,-0.5770969518580618
448,"King, Williams and Fowler",0.08056732809166368
449,Pratt Ltd,0.811221702970243
450,Holland Group,-0.8317825636674415
451,Roach Inc,-1.2744047579407238
452,"Joyce, Harris and Johnson",-0.4441987157783842
453,"Richard, Williams and Ruiz",-0.16493743007704656
454,House-Cooper,-0.48798336559585714
455,"Hayes, White and Williams",0.9282690045626328
456,"Hooper, Cochran and Reynolds",-0.10596389693397809
457,"Ali, Weaver and Hayes",-0.9728849462336011
458,Lopez and Sons,0.8344628593712425
459,"Hayes, Collins and Parrish",0.15575265011756878
460,Moore PLC,0.3365671930842935
461,Rocha and Sons,0.2527632376475095
462,"Taylor, Mooney and Wheeler",1.7627542327280863
463,Barrett PLC,-1.3141037706390946
464,"Logan, Newman and Anthony",0.012622799431850542
465,"Smith, Gonzalez and Pierce",-0.5285138236033857
466,Cruz-Fisher,0.4862370981055218
467,Fisher LLC,0.05676401580922953
468,Bell Inc,-0.21543306318593622
469,Harris Inc,-0.20899960254996525
470,"Jimenez, Rodriguez and Torres",0.1632610436045442
471,Taylor Ltd,-0.8310285300307959
472,"Wells, Ortega and Cunningham",0.2549749860941493
473,Thompson Group,-0.7492074805881576
474,Sullivan Inc,-0.230541459152061
475,"Clark, Swanson and Gallagher",1.7548601708343516
476,Williams-Mendez,0.8919375001108489
477,"Kramer, Cowan and Garcia",0.483184402545513
478,Davis-Allen,-0.20221710525061692
479,Kim LLC,-0.42960390742350146
480,Ramirez-Gross,0.5216696732875372
481,Lewis-Chavez,-0.6907077911273634
482,Jordan Ltd,-0.913488854430494
483,Kent PLC,-1.1982854330223125
484,Romero-Castro,2.112278014374839
485,"Martin, Carney and Holmes",-0.3852588192715887
486,Sanders Group,2.7036830280952175
487,"Clarke, Jones and Harris",-0.19874879222739628
488,Nguyen Ltd,0.2885931442340789
489,Gibbs Group,0.8539583175392194
490,Bridges PLC,-0.6643902290323933
491,Knapp and Sons,-0.2614793924499829
492,Ramos LLC,0.28685022273056887
493,Valencia-Thompson,0.9400688354160437
494,Hernandez-Brown,1.515147747835532
495,Combs-Martinez,0.3246415539176857
496,Christian-Huffman,-0.3574059675496711
497,"Gomez, Jimenez and Murphy",1.513198285709318
498,Mosley Inc,-0.14118841880601263
499,Holmes LLC,0.36941853757206333
500,Juarez Ltd,-0.16460315293404396
501,Kelley-Porter,1.0409100088528802
502,Mccarthy-Fitzgerald,-0.06949928842698724
503,Smith Inc,-0.6124104357274025
504,Norman Group,-0.08869250461428978
505,Walker-Burns,0.16415472317557203
506,Anderson and Sons,0.8675243883159022
507,Gaines Inc,0.16288662564618345
508,Brown PLC,1.7763026089241192
509,Braun-Fields,-1.4640104481747793
510,Johnson-Oneill,-0.7294921755141875
511,Mcguire-Johnson,1.6599715360199627
512,Alvarez Inc,-0.21369502139067448
513,"Lopez, Hughes and Washington",0.42410801180312263
514,Walton-Robinson,0.7575276715670753
515,Shields-Lin,-1.329367462707388
516,Jones PLC,2.226838793661074
517,Boyd PLC,-1.5575281858426937
518,Fuller PLC,-1.000721279086276
519,Brown LLC,0.11618564726818843
520,Lopez PLC,2.1623642033225745
521,Larson LLC,2.1495873454655365
522,"Reid, Brown and Gardner",-0.31283512473889236
523,Oliver-Green,-0.0871224446223885
524,"Evans, Barnes and Thompson",-1.261217325654075
525,Rodriguez-Robinson,1.5431077258951742
526,"Martinez, Leach and Wright",0.4105839477725888
527,Smith-Williams,0.8870329652683007
528,Harding Inc,0.5327605994316341
529,Mann-Collins,0.9505407437169999
530,"Austin, Henson and Alexander",0.8841587859452562
531,"Gonzalez, Morgan and Roberts",-1.5584834147298916
532,Fields-Taylor,-1.026889117974477
533,Bartlett and Sons,-1.2471132668473413
534,Hamilton Inc,0.08769500365201763
535,Gonzalez-Richardson,0.5925725293783696
536,"Anderson, Klein and Parker",0.024808565685796084
537,Aguilar LLC,0.9484699397754996
538,Washington-Patrick,0.6105150657159296
539,Jackson Inc,-1.2688403975462328
540,"Juarez, Lawrence and Rodriguez",0.7056351080890478
541,George and Sons,-0.11644787874037313
542,"Nelson, Howard and Garrett",-0.4988367326140242
543,Mason-Watkins,2.2730343932302115
544,"Stevens, White and Russo",0.406772659813381
545,Parks-Chase,-0.17377295511987403
546,Daniels and Sons,1.2175168151205638
547,King LLC,0.6375107351162923
548,Hughes-Goodman,0.3338491968128589
549,"Becker, Cook and Kelly",-0.08392175017120922
550,Buchanan Ltd,1.1665965118233266
551,Bartlett-Wilkerson,-0.41547825351452355
552,Terry LLC,-0.6859802839714797
553,Walker-Bennett,-0.20136571698613365
554,Thompson-Henson,-0.6041790197119792
555,Fox Group,-1.4595082815784524
556,Bowman-Mccullough,0.15204959054234682
557,Hayes-Fry,-0.6261088944873838
558,"Tyler, Johnston and Gray",-0.299491170070956
559,Heath-Davenport,0.5987498486367464
560,Walker-Nelson,-0.08520763708057084
561,"Cunningham, Mckinney and Dunn",-0.026397367904416717
562,Barnes-Garcia,-0.052819057202927365
563,"Ellis, Walker and Allen",0.8956990985351465
564,"Carson, Ramirez and Morgan",-0.7148524212988198
565,Coleman-Reilly,0.4340196507289497
566,Hernandez Group,-0.8214358471337048
567,Green-Gonzalez,-0.34892951869564076
568,Wood Inc,0.7791796474145285
569,Valdez Group,0.38433554650447693
570,"Fitzpatrick, Fisher and Woods",0.24898626355214692
571,"Hayes, Murphy and Ruiz",0.6973154164244983
572,Roy-Rose,-0.846457491268402
573,Jennings Group,0.8323976736695986
574,Thomas LLC,-0.9996080474875436
575,Hughes PLC,0.41879601335841876
576,"Campbell, Ramos and Dominguez",-0.7799487888590125
577,Fuentes-Parsons,-0.4984026618997381
578,Wiggins-Thomas,0.636121461373527
579,"Stephens, Knox and Black",-0.4223904122604599
580,Fernandez-Ramirez,-0.8213735427518553
581,"Wagner, Hernandez and Evans",0.8766222094832246
582,Farley and Sons,-0.53307112875524
583,Rivera Group,0.5270374401905371
584,Shepherd and Sons,0.8964441312781025
585,Ballard PLC,1.3054334388804776
586,Mullins PLC,0.28847351432180857
587,Robbins PLC,-0.5400389778813975
588,Jackson Ltd,1.0224243297584446
589,Munoz PLC,-0.299047295893586
590,Hernandez and Sons,0.19861391571348438
591,Cain PLC,0.9626470399617937
592,"Johnson, Weber and Flores",0.5619398505449045
593,Davis-Arnold,0.5412377280199602
594,"King, Wyatt and Brown",0.3652628138899084
595,Sandoval PLC,-0.8462722250507159
596,Thomas-Knox,1.7440852127102189
597,"Acevedo, Webb and Moon",-0.2905050365461811
598,Flowers Ltd,0.6712733988732085
599,Thomas Ltd,0.7121906279354203
600,Herring-Sanders,0.321899126077778
601,"Bennett, Garza and Rodriguez",-1.5428137636789725
602,"Bautista, Smith and Snow",-0.3690333240777989
603,Stone Ltd,-0.9398893471868904
604,Montgomery-James,0.8692516436069504
605,Morgan LLC,-0.23900070288177308
606,"Dougherty, Smith and Chang",-0.7407609731734313
607,Wyatt and Sons,-0.29950151284710586
608,Brock-White,0.24143759075558463
609,Coleman-Mendoza,-0.6564021924367114
610,"Johnson, Collins and Alvarado",0.04245085320125106
611,Strickland-Barton,-0.04541550246156181
612,Thompson Inc,-0.018871551750162897
613,Davis-Hicks,-0.48714835185258615
614,Hancock and Sons,-0.6453531895934391
615,Mcclain Ltd,0.9805788701126219
616,"Brown, Moore and Hull",-0.738504025544594
617,"Moore, Chambers and Maynard",-0.9142852922077914
618,"Nelson, Torres and Wright",-1.7238061825168038
619,"Anderson, Walls and Oneill",1.2004062223807068
620,Montgomery Inc,1.6409539591066018
621,Tucker LLC,1.478744703730444
622,"Lowe, Holmes and Cervantes",1.0920521078240706
623,Moore Ltd,-0.38594117436818176
624,"Rodriguez, Williams and Sandoval",0.22879931120359714
625,Foster-Barber,1.2198488075070815
626,"Russell, Rosales and Hampton",0.6446207384758094
627,"Reid, Huynh and Arnold",0.2798190402200125
628,Watson-Brown,-0.6925062373938474
629,Waters-Mcgee,-1.585908635171487
630,Rogers PLC,-0.47007192105693035
631,"Sullivan, Schroeder and Mejia",0.2988927008121007
632,"Diaz, Harper and Garcia",-0.5678795314173929
633,Miller-Bradley,1.631630621402952
