,Company,Default Probabilities
89,Dyer and Sons,0.24712161532645258
90,Bennett-Travis,-0.09460014091631729
91,"Ward, Miller and Huang",0.2524745834915503
92,"Nguyen, Barnett and Scott",0.45460203906381547
93,Martin Inc,-0.7939756000316298
94,Ellis-Hines,-0.8368038958652001
95,Jordan-Silva,0.4409955650121879
96,"Garcia, Dunn and Perry",0.14736176967171022
97,Weaver-Welch,-0.8862139956849282
98,Rivas and Sons,0.6071267820828213
99,Chavez LLC,-0.6725996362738946
100,Sherman Group,0.014781259447789487
101,"Mckinney, Yang and Church",-0.30295024201595744
102,"Baker, Watson and Olsen",-0.12735529897463738
103,Anderson-Walker,-0.10797133275603324
104,"Phillips, Howell and Elliott",0.9516297060526129
105,Hall Inc,0.6106129541763797
106,Smith-Madden,-0.8263278819961386
107,Walker-Smith,-0.6813619841873989
108,"Bailey, Callahan and Reed",-0.1755113126968505
109,Smith-Wright,-0.4607943244450575
110,Massey-Reed,-0.24571238756699648
111,Williams-Green,0.13352302105942326
112,Reeves-Powers,1.027066717342127
113,Harris-Graham,0.7257770099620231
114,Randolph and Sons,1.2702369237926263
115,"Day, Brown and Perry",-0.05586899574299333
116,"Sullivan, Smith and Carr",-0.8148395131658434
117,Horne Inc,0.27301240855197517
118,"Nichols, James and Anderson",0.4171086157119593
119,Padilla-Williams,-0.2763111736659593
120,"Cobb, Pierce and Owens",0.004531049570179099
121,Martinez Group,0.1507315607906273
122,Anderson Inc,0.5258395965416313
123,Bell-Nichols,0.40730388398182654
124,Wade Inc,-0.08790295576262032
125,Cohen-Diaz,-0.39699591696706454
126,Wallace-Walsh,-0.236481974527731
127,Keller Ltd,-0.3493444965599786
128,"Miller, Grimes and Gutierrez",-0.03791675298589478
129,Martinez Ltd,-0.6586213366258447
130,Williams Group,-0.16854774050843344
131,Gilbert-Walker,-0.5365607273726836
132,"Burns, Gillespie and Jackson",-0.574343898313855
133,Bowman-Knight,0.24652965029299415
134,Lee-Ross,0.7992425421939446
135,Figueroa Ltd,-0.4543589406484229
136,Wilkins Inc,1.0559130385880042
137,Jones-Franklin,0.8579354235663286
138,"Banks, Bray and Douglas",0.8386364518480122
139,Patterson Ltd,0.10694686114332191
140,"Mullins, Cowan and Espinoza",-0.5009979205277917
141,Lee and Sons,0.2812463749995794
142,Boyer-Cook,-0.4069286686644571
143,"Simmons, Norris and Gates",0.19983134150191992
144,Ingram-Harris,-0.11418537070300795
145,Andersen Group,0.007641291207559525
146,Morris and Sons,-0.013454504758605487
147,Miller-Mayer,-0.8981050184855914
148,Delgado-Vega,0.15260817373494656
149,"Lee, Roberts and Thomas",-0.25373378329204177
150,Murray-Miles,0.8041564311569666
151,Sanders-Walsh,-0.48397564162852125
152,Olsen Inc,-0.6635181471161582
153,"Ruiz, Rodriguez and Pacheco",-0.26791341999731927
154,"Shelton, Avila and Huynh",-0.6318955789392195
155,Gomez Group,0.7858190290204423
156,Lewis-Nguyen,0.4673271599219562
157,"Roberts, Wolf and Perez",-0.007024625558105295
158,Bell-Ramirez,-0.5861702631835771
159,"Reed, Ramirez and Roberts",-0.16756290278909972
160,Holden and Sons,0.4077331686164576
161,Case Ltd,0.08983838483066137
162,"Franklin, Willis and Brooks",0.026193210720953923
163,Quinn-Gomez,-0.8114541293438773
164,Willis Ltd,-0.250261615098039
165,Clark-Williams,-0.4310424907015225
166,"Martin, Byrd and Lewis",-0.2638840905367235
167,Barnett-James,-0.72685976845453
168,Jones-Hogan,-0.6088831091453024
169,Gutierrez-Vega,0.0361845585494877
170,Ashley PLC,0.16482316513279394
171,Cantrell-Gray,-0.8736134954575328
172,Price LLC,-0.2988384967816988
173,Sanchez-Peterson,0.21572074232203173
174,"Armstrong, Bishop and Murphy",0.2214976467588657
175,Harris-Wilson,0.42787522790496924
176,Hicks-Ingram,-0.28086806166641093
177,Holt-Stevenson,-0.6414635185230692
178,Brown-Ball,0.9148570636478318
179,Wilson PLC,-1.0281741004004579
180,Krueger-Hayes,-0.7340838739919385
181,Nelson-Scott,-0.5203429668328222
182,Harrison and Sons,0.5893818050260295
183,Francis-Good,0.6966134393097595
184,"Black, Beltran and Terry",0.2545518090448621
185,Gray-Evans,-0.39606987626309964
186,"Taylor, Lewis and Smith",-0.008057446902397776
187,King Group,0.6793916098155562
188,Escobar-Morris,0.6809801005731106
189,"Carter, Harris and Marsh",0.2492127472161993
190,Smith LLC,0.9372585851267916
191,Klein-Wilson,0.6063774142880372
192,Taylor Ltd,1.0669614368730227
193,"Hoffman, Short and Lee",-0.4542388394640979
194,Campbell Inc,-0.2998497800393199
195,Alvarez Inc,-0.7081991448840742
196,Smith-Patterson,0.043185703567501024
197,Adkins-Edwards,-0.4096040005810459
198,"Ruiz, Nelson and Garcia",0.37643969559859397
199,Harris Inc,0.687221678466617
200,Frederick Ltd,-0.38177581877593814
201,Scott-Hoffman,0.5568792714825875
202,Wright-White,-0.5811886959873837
203,Zhang-Gibson,-0.05535524243089718
204,Jimenez Ltd,-0.5983208618972623
205,Bolton-Richardson,-0.1120249207762617
206,"Johns, Graham and Gonzalez",1.405566251065872
207,"Davis, Dixon and Baxter",-0.9827064214476393
208,"Richmond, Stanley and Morales",0.7198263554982078
209,"Tyler, Warren and Ramirez",-0.6945553491764741
210,Reid LLC,-0.1523957816958369
211,Powell LLC,-0.11399546639619168
212,Nelson Group,-1.0743358260654023
213,"Hanna, Jackson and Brennan",0.09991352287178518
214,"Thomas, Hall and Lee",0.22860812629624222
215,White LLC,-0.4476099115337746
216,Johnson Ltd,-0.5669587403212855
217,"Anderson, Yates and Stevens",0.3466528111116326
218,Johnson and Sons,-0.7865665162930296
219,Chapman-Watkins,0.248061684664656
220,Everett-Wolf,0.4819884684403489
221,Hall-Cox,-0.43804573036214756
222,Mcmahon-Chaney,-0.8875848447964577
223,Roach Group,-0.3931595260397094
224,"Carroll, Ashley and Wade",0.4946687744157548
225,"Butler, Rocha and Perkins",-0.09407179572253895
226,Rocha-Galvan,-0.05037882850557863
227,Bailey Inc,-0.009237582222593032
228,Pittman Inc,0.1067695682885105
229,Stewart-Medina,-0.27678786292617935
230,Pittman-Davis,0.3492280276898111
231,Rodgers Group,-0.6437466166752319
232,Neal LLC,0.34401513209572127
233,Klein-Kent,-0.10550808875969594
234,Diaz Inc,0.09393684376857157
235,Ford-Yang,-0.08655870089214467
236,"Deleon, Khan and Sanchez",0.21437617348227633
237,Stewart PLC,-0.4073441183477391
238,Castillo LLC,0.10977894817731801
239,Brown-Brown,-0.21600046273585144
240,Mckenzie-Jacobs,0.6885186877500983
241,Rodriguez Group,0.1315822306530916
242,Rodriguez-White,-0.7385251009631238
243,"Roberts, Lee and Mathis",-0.1529986202453874
244,Huffman-Moody,-0.9380080044684769
245,Blanchard Ltd,-0.13911997962027808
246,"Williams, Santos and Schultz",0.4226567218005598
247,"Eaton, Parker and Martinez",-0.3629001353105392
248,Ross Group,-0.4690517603383433
249,Munoz-Valencia,0.1329937153767815
250,Delgado and Sons,-0.005430178028171462
251,"Holmes, Lopez and Jones",-1.2686176599296006
252,"Walters, Pham and Mcintyre",-0.2926882198408307
253,"Harris, Patterson and Roman",0.661752957785972
254,"Hood, Woods and Matthews",0.21043724401362227
255,"Craig, Harris and Luna",-0.34061716069684617
256,Nguyen Inc,-0.1521152239525053
257,Campos and Sons,-0.1672896189117997
258,Everett LLC,-0.45707539082607784
259,Mathis-Campos,0.1800965880845709
260,Jordan Ltd,0.08022696722166833
261,"Jones, Adkins and Jimenez",0.6309823178255431
262,Strong LLC,0.5369353499631286
263,Steele-Cochran,0.40295103858074066
264,"Lewis, Gill and Rios",-0.05096029604311891
265,"Woods, Smith and Weber",0.1541704559154943
266,Bryant Inc,0.6957427758120573
267,Peterson-Long,0.4892377231720951
268,Holland Group,-0.3524292218567354
269,Kim Group,0.4113010956801381
270,Savage Inc,1.0630022625821112
271,Moore-Gregory,0.04963489350077752
272,Bowman and Sons,0.4228706328414383
273,Ho-Ewing,0.4777214957504843
274,Gomez-Sanchez,0.35488368996638164
275,Charles-Ruiz,0.19059126371043392
276,Prince-Bartlett,-0.6629646277001638
277,"Hill, Wyatt and Robertson",0.07453915769302534
278,Jones Group,0.27574330616458304
279,Martinez-Howell,0.3020460785942349
280,"Mason, Miller and Jimenez",-0.45655345884786985
281,Crawford-Miller,0.46108241339341854
282,"Hamilton, Williams and Swanson",0.17015259819789044
283,"Johnson, Brown and Martin",0.05504298267604695
284,Miller PLC,0.4364166251040703
285,Rangel-Hanson,0.1971381477899002
286,"Petersen, Paul and Weaver",0.3655920594552105
287,Matthews and Sons,-0.2607041141397059
288,Rosario-Morales,0.44714962421085147
289,Mason-Martin,0.0011980846113272931
290,Turner and Sons,-0.7755811660750113
291,Davis LLC,-0.6730572854142888
292,"Dawson, Smith and Miller",0.45808499542480874
293,Moss-Kidd,-0.02823620926416485
294,Garcia-Flynn,0.28755308130134966
295,Young PLC,-0.48252491988918905
296,"Vargas, Gutierrez and Hoffman",0.7296610373257331
297,Bailey and Sons,-0.3166970947302575
298,"Stokes, George and Miller",-0.7315307302354427
299,Fox Group,-0.8811045770345343
300,Jackson Group,-0.22618265987960492
301,Ortiz-Adams,0.2597370660281537
302,"Lucas, Austin and Thomas",-0.30639140323065556
303,Johnson Group,0.3586157916387481
304,"Murillo, Lee and Wood",0.45311941391092897
305,Smith LLC,-0.16424866458296267
306,Bailey PLC,0.017681655009397283
307,Williams-Peters,0.15760693302976225
308,"Cunningham, Oliver and Miller",0.4382428257132068
309,"Robinson, Doyle and Vasquez",-0.17201296284240578
310,Gilbert-Robinson,-0.21127085713603444
311,Olson PLC,-0.057225648544714826
312,Todd-Garcia,-0.5973606738184913
313,"Adams, Howell and Ruiz",-0.2041911856806802
314,Landry LLC,0.2591019333638023
315,Trujillo-Wilson,-0.5544038813529052
316,"Craig, Coleman and Cooper",0.3672435779351673
317,Medina LLC,0.1281887874114235
318,Kim PLC,-0.486149776865222
319,"Carey, Clark and Knight",0.06866696148214461
320,Conley Group,-0.34611733717999327
321,Harding-Curry,0.7216600373316623
322,Sawyer Group,-0.3343026658577906
323,"Hanson, Alexander and Smith",-0.5863007949247824
324,Parker-Walker,-0.36798343397791633
325,"Fletcher, Gomez and Young",-0.8814505515605139
326,"Parker, Young and Little",0.29336408663566765
327,Holmes-Smith,0.3554397634778471
328,Stone and Sons,0.5446516645436469
329,Fisher LLC,-0.23521144125770288
330,"Walker, Ali and Hamilton",-1.220711163658298
331,Griffin-Dillon,0.0571473239701543
332,"Cohen, Sandoval and Bell",-0.37485956618583666
333,"Cox, Henry and Peterson",0.06251517753052067
334,Bailey-Anderson,-1.2191433298608374
335,"Johnson, Ferguson and Bailey",-0.43076161033903504
336,Bell LLC,-0.06323588848825987
337,"Davis, West and Warner",0.1279165909833876
338,"Stephens, Hogan and Martinez",0.6765900055122142
339,Peters-Garcia,1.3327311112119218
340,Robinson-Frederick,-0.6781642303103446
341,Miller Inc,0.7194336278775039
342,Lam-Key,-0.2679234510443487
343,Robertson-Quinn,-0.34728760177681534
344,Kennedy-Schneider,0.014905960527424739
345,Rodriguez LLC,-0.5576555268295249
346,Peck PLC,0.03331321394420685
347,Henry-Coleman,-0.07013464757005955
348,"Reynolds, Russell and Phelps",0.12960377616973778
349,Lamb Ltd,0.007297618298228091
350,Ingram-Thornton,-0.36963646872885336
351,Thornton PLC,0.3785084525840488
352,Coleman LLC,0.566065319338452
353,"Burns, Smith and Jacobs",0.4915755963678273
354,"Neal, Parker and Anderson",0.40323551931453483
355,"Elliott, Rogers and Rogers",0.15323779098785273
356,"Davis, Cooper and Ray",-0.21434986785223348
357,"Ramirez, Patrick and Meyer",-0.2732422083961575
358,"Miller, Brown and Miller",0.23816180377218193
359,Murray Ltd,-0.899860311985655
360,Fowler-Gonzalez,0.48534717479267103
361,Rose-King,-0.5808880911719583
362,"Sparks, Moore and Hampton",0.2051947242827864
363,Simmons and Sons,-0.2095798095150342
364,Smith Inc,-0.9015044998397861
365,Bender LLC,0.3229097372698361
366,Davis-Taylor,0.28651208040127496
367,Gill LLC,1.46633580845344
368,White-Nelson,-0.41259310288395334
369,Velasquez-Preston,0.391749948815171
370,"Ramirez, Dodson and Jones",-0.7108161003588188
371,Wilson Inc,-0.11709136200668545
372,Hess and Sons,-0.3659456234028895
373,Bowman-Salinas,0.7134363568376282
374,Harris PLC,0.5318779996105034
375,Smith-Cuevas,-0.5513564035246034
376,Morris Inc,-0.2991263012950721
377,Richard LLC,0.2643924350024305
378,Bryan-Solis,0.06518694018058496
379,Wells-Blackburn,0.08995255490931944
380,"Myers, Carter and Anderson",0.11434267270460842
381,Shaw Ltd,-0.5657746769023013
382,Norman-Rivera,-0.32412382380432603
383,Fletcher-Johnson,-0.17455771181561003
384,"Reid, Bauer and Wu",-0.6111293703051113
385,"Tran, Aguirre and Hall",-0.5591824039138058
386,"Zuniga, Alvarez and Morales",0.2651869772849574
387,Weber-Wilson,-0.38786518840948114
388,Oneill Group,0.6126983652773813
389,Stewart-Barton,-0.06344701983454842
390,"Foster, Lane and Rodriguez",0.1484860409820592
391,Shah-Lynch,-0.24094394308656858
392,Nichols-Silva,-0.3631654383110894
393,"Merritt, Hunt and Friedman",-0.1581886267016663
394,Elliott LLC,0.21943665584834576
395,Ramos Ltd,0.20081970731707108
396,Rodriguez-Moreno,0.8118387073029574
397,Green PLC,-0.48921756247587933
398,French PLC,0.30943126618389144
399,Vaughn-Johns,0.48500013250448154
400,Pratt and Sons,-0.28463941117078473
401,"Davis, Nolan and Carter",-1.0040028039080635
402,"Barnes, Bell and Murphy",-0.622111579167442
403,Ross PLC,-0.1693110262438911
404,"Torres, Clarke and Booth",0.23685117594030156
405,"Garza, Medina and Woodward",0.18802961566667442
406,"Richmond, Allen and Everett",0.3553488607855499
407,Jackson LLC,-0.38742516127840443
408,"Patton, Williams and Soto",-0.06248318878738665
409,Stephens-Yates,-1.1634579360592296
410,Smith-Cooper,0.014221546587029404
411,Richards and Sons,1.004154456057751
412,Mitchell PLC,0.3293630596535329
413,"Kelley, Savage and Vang",-0.46126856489943246
414,"Williams, Sherman and Garcia",-0.1820028565658143
415,"Butler, Simmons and Martinez",-0.46096314387485166
416,Macias and Sons,-0.8990166033632606
417,"Ramos, Romero and Freeman",-0.18724680100031316
418,Walsh Inc,1.63398294578558
419,"King, Nichols and Richards",-0.12310081483051727
420,"Miller, Martinez and Brown",-0.2462876601812311
421,Young and Sons,-0.08458051274892862
422,Williams Inc,0.031004486991062043
423,Shaw LLC,-0.10987393129982531
424,Castro-Hanson,0.9611229090703015
425,Lopez-Charles,-0.7229207007272161
426,"Pratt, Brown and Smith",0.5329703688766216
427,"Villarreal, Lopez and Livingston",-0.07297386656461276
428,"Evans, Johns and Andrews",0.07224092661429762
429,Vincent-Beck,0.22512314201130998
430,Lopez-Hines,0.06667531064575848
431,Collier Ltd,-0.2710094215679627
432,Austin-Turner,0.8215979378640619
433,Moody and Sons,-0.2883747700018671
434,Lucas PLC,0.06607960273380681
435,Velez-Taylor,0.33658951048807395
436,"Ashley, Smith and Price",0.09645590593494253
437,Blackwell-Miller,-1.023356200237749
438,Walker-Gutierrez,-0.07616373630188271
439,Patrick and Sons,0.04996171146459627
440,Osborne PLC,0.12666466458274292
441,Bradshaw Ltd,-0.588606160612516
442,Robinson-English,-0.39015090275787706
443,Smith-King,0.011016014553922654
444,Fleming Ltd,-0.2277562824048094
445,"Anderson, Burnett and Williams",0.47305294965381156
446,Mcdonald-Berry,-0.14574751590878152
447,Jones Group,-0.6581897136701709
448,"Johnston, West and Zhang",-0.1922266989349161
449,Archer LLC,-0.43468497434734626
450,Hahn and Sons,0.3795657206685101
451,"Steele, Atkins and Rush",-0.19827942941974971
452,Walsh-Wang,-0.44161904702637494
453,"Fox, Weaver and Matthews",-0.33315829436405237
454,Pham LLC,-0.42045940014454836
455,Stephens-Johnson,0.30893560622472926
456,Gillespie LLC,-0.45000343343710236
457,Barrett Group,0.6538583510607315
458,Thompson PLC,0.5001195861845817
459,Collins LLC,-0.10864041593362207
460,Navarro Inc,2.964781287346376e-06
461,"Campbell, Galvan and Romero",-0.4085896418325097
462,Stone-Ramirez,-0.10833465642131909
463,"Tate, Chapman and Becker",-0.020302345525807685
464,Lee Ltd,-0.5354082224901341
465,Wright-Glover,-0.17125314402444108
466,Cook-Bush,0.37582835248576896
467,"Ortiz, Henson and Ortiz",-0.43535479956071027
468,Cunningham Group,-0.9513436393787381
469,"Jones, Reyes and Stewart",-0.3522169013306116
470,"Page, Glass and Stevenson",-0.21642321829598743
471,"Sanders, Ruiz and Cruz",0.5791987919322464
472,Hamilton Ltd,-0.17560067218012115
473,"Anderson, King and Bowen",-0.2765981601549642
474,"Kelly, Lyons and Woodard",-0.473285443165829
475,Brown Ltd,0.5402635055481362
476,Suarez-Davis,0.2982026706079276
477,"Kane, Moreno and Carter",0.26782330064828747
478,Wang-Barrett,-0.5522747325178321
479,"Herrera, Clayton and Rose",0.8999995543799862
480,Gibson-Porter,0.19069378685910535
481,"Kelly, Ruiz and Drake",0.39053793901002304
482,Keller LLC,-0.1251709856854752
483,Valdez-Burke,0.22746674223419086
484,Tate Group,-0.3241111143648302
485,Fox LLC,-0.26116607012637116
486,"Anderson, James and Bell",0.7007147309732618
487,Ortiz-Mendoza,0.0527837714289535
488,"Lewis, Rowe and Harris",0.47578444564588485
489,White-Delgado,0.14151934752235057
490,Morales-Martin,-0.07341474230331822
491,"Gregory, Kent and Brown",-0.1566869902167951
492,Hunter-Davis,0.34475539905977814
493,Jackson Group,0.16950274191787285
494,Reid-Rubio,-0.33401588922878134
495,"Bowman, Patel and Sanchez",0.07545038097004511
496,"Morris, Smith and Palmer",0.468793841553907
497,"Walsh, Adams and Page",0.6208753385747435
498,"Mclean, Branch and Morales",0.05932070103096385
499,Harrison and Sons,-1.0324451954687153
500,Rogers and Sons,0.5505850232897186
501,"Estrada, Hammond and Burton",-0.6130216154338385
502,Nguyen-Miller,-0.012850186846240334
503,"Johnson, Orr and Acevedo",-0.8168162528814542
504,"West, Rodriguez and Thomas",-0.13135553872698236
505,Rivera Ltd,0.2505660145726026
506,"Kelley, Werner and Hall",0.0192147721933908
507,Lee-Steele,-0.2293273845842062
508,Garcia and Sons,1.3312485219608472
509,Nelson PLC,-0.1631526165862005
510,Taylor LLC,0.12818446365853747
511,"Vaughn, Hines and Vaughan",0.06547539902916812
512,Jackson Group,0.5091698412467527
513,"David, Hill and King",-0.7600388243697425
514,Haley-Barnett,0.80396708511175
515,Dillon-Marshall,-0.9406691622823127
516,Phillips-Morrison,-0.4691299757108285
517,Clark Ltd,0.5378444076356967
518,"Shaffer, Martin and Chavez",0.8321540733766326
519,Livingston PLC,-0.29437479999849087
520,Wilson-Armstrong,0.29993238085757656
521,Hayes-Duke,-0.314505033908973
522,"Perkins, Flores and Hunt",0.5838705046024497
523,Stanley LLC,-0.41144180201377717
524,Martinez-Smith,-0.21610390147659633
525,Hunt-Coleman,-0.7734294956037481
526,Gray and Sons,-0.26025240400176763
527,Marsh and Sons,-0.19252479030052072
528,Evans Ltd,0.35670307428518966
529,Williams Ltd,-0.003920706257620151
530,"Lewis, Edwards and Lopez",-0.040616457380406895
531,Herring Inc,-0.05628995725897901
532,Jones Group,0.10565372999516588
533,Rodriguez-Norris,0.5862510729196596
534,Schneider PLC,0.2540279951738863
535,Thomas Inc,0.3352475838934119
536,Rodriguez Inc,0.0822107868342168
537,Ford Group,0.8585817567121753
538,Anderson-Blanchard,-0.190188432105144
539,Pearson Group,-0.23446060816335101
540,"Bradley, Armstrong and Horton",0.6549981476222733
541,"Anderson, Hunt and Torres",-0.5615375443369425
542,"Bradley, Dickerson and Scott",0.3889321627382108
543,Gordon-Baker,0.05296868672006823
544,"Webster, Martin and Fitzgerald",-1.146040869195685
545,"Parker, Hester and Kirby",-0.5538030103446221
546,Goodman LLC,-0.49660677716160656
547,Taylor Group,0.2618220760428223
548,"Ho, Williams and Figueroa",-0.2743980712784386
549,Mcconnell-Frazier,0.15819223507325253
550,Perez-Barr,-0.5050447901095702
551,Howard-Small,-0.5961010289743575
552,Crane Ltd,0.047464072211382165
553,"Roberts, Hart and Foster",0.3118535129609755
554,Cochran PLC,1.3022668639402468
555,Daniel-Jones,0.30171455299416294
556,Contreras Inc,0.07430359761372285
557,"Lucas, Bonilla and Rodgers",0.40013472230550856
558,Nunez-Edwards,0.3919506234253515
559,Williams PLC,-0.2284033748558184
560,"Huffman, Dennis and Cross",1.1061458709926906
561,"Dixon, Hall and Cooper",0.2819074727357547
562,Abbott-Cole,-0.18018559850631893
563,Thompson Inc,-0.48869793798565825
564,"Thomas, Johnson and Clark",-0.45587111350213766
565,Turner-Smith,0.655922777232531
566,"Green, Taylor and Johnson",0.15993555316622202
567,Hart and Sons,0.17917527268668562
568,Wilson Inc,0.2648850048599894
569,Brown PLC,0.6746591211046336
570,"Thompson, Hill and Dixon",-0.8539926702964644
571,"Nunez, Rodriguez and Barnett",-0.37985436385510296
572,Stout and Sons,0.5222029411426051
573,Reyes-Taylor,0.16056100837543308
574,Moore-Boyd,0.42010164679056505
575,Powell-Merritt,0.3789290112314993
576,"Soto, Martinez and Campbell",-0.2564531811962976
577,Caldwell-Ortiz,-0.15316923959880382
578,Jackson-Thompson,0.24517455540549268
579,Torres-Lynch,-0.3344342444247077
580,"Caldwell, Smith and Pena",0.43734778858088613
581,Carter-Bell,0.045124038373413965
582,"White, Brown and Arellano",0.7163435922423628
583,Nguyen-Booth,-0.9267255588401925
584,Mora-Figueroa,0.6833704454144096
585,Gray-Hunt,0.19292986195198783
586,Garcia PLC,0.24856234215530285
587,"Maddox, Lowe and Roach",-0.2951724459661511
588,Davis-Gomez,-0.6198287656795884
589,Richardson-Williams,0.21453306283661047
590,Parks Inc,0.604520333640885
591,"Morgan, Schultz and May",-0.7479937862136489
592,Wilson-Rice,0.5144348161498434
593,Velasquez-Russell,0.32483983587124615
594,Buckley and Sons,-0.24871963845976544
595,Sampson-Larson,-0.6820635895867652
596,"Hood, Adams and Parker",0.21210667694304727
597,Silva-Gonzalez,-0.2876421653913715
598,"Stevenson, Bean and Scott",-0.3423974124533475
599,Obrien and Sons,1.3109464283630967
600,Herrera Ltd,0.5827479172871787
601,Carroll-Willis,-0.03536692006248542
602,Lewis-Cruz,-0.05772439084613139
603,Foster-Terry,0.7776203614881702
604,"Caldwell, Rosales and Yoder",0.38185262918482177
605,"Snyder, Blevins and Spencer",0.744857537643575
606,Santana-Green,0.621483069440444
607,Gutierrez-Miller,-0.6733071850091606
608,Wiggins Ltd,0.2341179707340051
609,Graham-Cooper,-0.2954397125779253
610,Marsh-Thomas,-0.22743600784299942
611,Hudson-Lester,-0.12081567124850079
612,"Ortiz, Harris and Jackson",-0.29104955476386385
613,"Wilson, Green and Anderson",-0.24676215249923492
614,Reid Inc,0.09850208448204165
615,Velez-Phillips,0.5661824135167912
616,Reynolds and Sons,-0.3112803985298248
617,Powers-Singh,-0.24268812861672037
618,"Chavez, Lucas and Woods",0.6368506958295781
619,Browning-Wagner,-0.4276103374093111
620,"Berry, Bell and Diaz",0.5538516793667244
621,Davis-Adams,-0.487361468574801
622,Mejia Ltd,-0.47524623160143964
623,Lara-Yu,0.27700625246910693
624,"Townsend, Collins and Snyder",0.9508121293130066
625,Alvarado-Jackson,0.27172128951552105
626,Davis-Simmons,-0.046218898747571534
627,Carpenter-Lawrence,0.37837366502351866
628,Perez Group,-0.2529463177658683
629,Aguilar-Woodward,-0.38810093761357795
630,Morton Ltd,-0.34715224637456654
631,"Washington, Thomas and Osborne",-0.4558600141830183
632,Klein-Turner,-0.31632664194863186
633,Parks Inc,-0.34731722682445837
634,Jackson-Taylor,0.45380796975456944
635,"Meyer, Spears and Romero",-0.681991890901832
636,Ramos-Salazar,-0.3650771757759514
637,Chan-Davis,-0.13461988420418913
638,Morrow-Neal,-0.3616813574740575
